targeted_phenomenon,gold_label,id,sentence1,sentence2
boolean,neutral,48,"Jenny has only visited Cedar Falls, Sturgis, Denton, Lansing, Ypsilanti, Pampa, Portales, Vernal, Lincoln, Red Wing, Bardstown, Watertown, Naugatuck, Clearfield, Phenix City and Summit",Cynthia didn't visit Ypsilanti
boolean,entailment,49,"Rosemary, Cindy, Jane, Andrea and Amber have only visited Harrodsburg",Jane didn't visit Montana
boolean,neutral,50,"Denise has only visited Westerly, Bourne, Rapid City, Ellsworth and Pine Bluff",Hattie didn't visit Bourne
boolean,entailment,51,"Eleanor, Esther, Karen, Sherry, Sheryl, Beulah and Mae have only visited Pittsburgh",Sherry didn't visit Halifax
boolean,contradiction,52,"Marcia has only visited Swarthmore, Bloomfield Hills, Clayton and Fort Walton Beach",Marcia didn't visit Bloomfield Hills
boolean,contradiction,53,"Inez has only visited Plymouth, Grand Island, Watertown, Elmira, Ottumwa, Sweetwater, Guilford, Williamson, Minneapolis, Austin, Alexander City, Summersville, Yellow Springs and Morristown",Inez didn't visit Grand Island
boolean,entailment,54,"Faye, Jan, Beth, Dianne and Connie have only visited Clifton",Connie didn't visit Westport
boolean,neutral,55,"Theresa has only visited Bristol, Duluth, Littleton, Buffalo, Orono, Leadville, Oklahoma City, Plymouth, Cranford, Lincoln, Beaverton, Tarpon Springs, Milford, Price, Middletown, West Haven and North Adams",Lois didn't visit Tarpon Springs
boolean,neutral,56,"Beulah has only visited Wyandotte, Euclid, Cicero and Cambridge",Wanda didn't visit Euclid
boolean,contradiction,57,"Jessica, Rosie, Marilyn, Doris, Carla, Nancy, Valerie, Jo, Deborah and Brandi have only visited Berkeley",Jo didn't visit Berkeley
boolean,contradiction,58,"Esther has only visited Williamsport, Huntsville, Cohoes, Portsmouth, Lahaina, Nyack, Windsor, Utah, Greenwich, Borger and Oraibi",Esther didn't visit Portsmouth
boolean,neutral,59,"Hilda has only visited Hillsborough, Muskogee, New Kensington, Gatlinburg, Revere, Arlington, Salt Lake City, Truro and Johnson City",Monique didn't visit Johnson City
boolean,neutral,60,"Dolores has only visited Haines, Burlington, Wewoka, Telluride, The Village, Halifax, Beaufort, Lake Havasu City, Gallup, Newport, Waterford, Oil City, Big Spring, Ketchikan, Freeport and Mineola",Monique didn't visit Gallup
boolean,neutral,61,"Vicki has only visited Hanover, Bogalusa, Painesville, Port Huron, Charles Town, Concord, Granite City, Medford, Laramie, Fillmore, Ontario, San Antonio, Hopkinsville, Brunswick, Lewistown and Brockton",Jennifer didn't visit Brockton
boolean,neutral,62,"Mae has only visited Sarasota, Braintree, Warm Springs, Tahlequah, Monroeville, Ypsilanti, Morgantown, Ozark, Walsenburg and Las Cruces",Nina didn't visit Las Cruces
boolean,entailment,63,"Glenda, Esther, Constance, Regina and Emily have only visited Martinsville",Constance didn't visit Fairmont
boolean,contradiction,64,"Kristina, Beth, Terri, Ramona, Ana, Betty, Lola, Beulah and Marion have only visited Mount Vernon",Beulah didn't visit Mount Vernon
boolean,neutral,65,"Mabel has only visited Clarksburg, Bloomfield, California, Orderville, Wilmington, Alexandria, Port Angeles, Clifton, New Castle and Kenosha",Ellen didn't visit California
boolean,contradiction,66,"Beth, Kristi, Candice, Juana, Audrey, Heather, Iris, Madeline, Susan, Edna and Belinda have only visited Tarrytown",Iris didn't visit Tarrytown
boolean,contradiction,67,Wanda and Annie have only visited Hobart,Wanda didn't visit Hobart
boolean,entailment,68,"Lois, Elizabeth, Joy, Ada, Sonia, Maggie, Alice, Mary, Stacy, Kelly, Jessica, Sheryl, Sarah, Delores and Yvonne have only visited Spearfish",Elizabeth didn't visit Farmington
boolean,entailment,69,"Agnes, Jodi, Terry, Katherine, Melody, Marguerite, Kristen, Faye, Peggy, Joyce, Margie, Joanne, Tonya, Marsha, Rose and Wanda have only visited Perth Amboy",Katherine didn't visit Manchester
boolean,entailment,70,"Suzanne, Joann, Amber, Denise, Patsy, Sheryl and Tamara have only visited Madison",Patsy didn't visit Plymouth
boolean,entailment,71,"Kristy, Gertrude, Ruby, Alice, Jean, Janie and Lois have only visited Mount Clemens",Lois didn't visit Sarasota
boolean,neutral,72,"Becky has only visited Ecorse, Montpelier, Antioch, Williamsport, Ipswich, Morristown, Bartlesville, East Hampton, Winter Park, Denison, Bowie, Plattsmouth, Green River, Auburn, Fernandina Beach, Ozark and Piqua",Kelly didn't visit Williamsport
boolean,contradiction,73,"Ana, Jodi, Rosa, Alma, Erica, Beth, Elizabeth, Lena, Amanda and Connie have only visited Redmond",Amanda didn't visit Redmond
boolean,contradiction,74,"Sherri has only visited Bisbee, Excelsior Springs, Cape Girardeau, Lumberton, Compton, Tacoma, Mount Vernon, Burbank, Jackson and Gretna",Sherri didn't visit Cape Girardeau
boolean,entailment,75,"Juanita, Maureen and Melinda have only visited Pasadena",Melinda didn't visit McKinney
boolean,neutral,76,"Anna has only visited Dothan, Woods Hole and Saint Albans",Jan didn't visit Dothan
boolean,contradiction,77,"Nina has only visited Lewiston, Tiffin, Elkins, Saco, Jacksonville, Ruston and De Land",Nina didn't visit Tiffin
boolean,entailment,78,"Laura, Inez, Carmen, Lydia, Samantha, Wanda, Pauline and Lois have only visited Asheboro",Carmen didn't visit Albany
boolean,neutral,79,"Holly has only visited Panama City, Jacksonville, Greenwich, Portage, Iowa City, East Point, San Luis Obispo, Victoria and Wood River",Amelia didn't visit San Luis Obispo
boolean,contradiction,80,"Debra has only visited Coupeville, Sapulpa and Gloucester",Debra didn't visit Gloucester
conditionals,entailment,1,"Jenny has not visited Panama, Danielle has visited Kuwait, Kimberly has visited Saint Lucia and if Kimberly has visited Saint Lucia then Diane has visited Tanzania",Diane has visited Tanzania
conditionals,contradiction,2,"Audrey has visited Lithuania, Heidi has not visited Croatia, Charlotte has visited Malawi and if Audrey has visited Lithuania then Kayla has visited Switzerland",Kayla has not visited Switzerland
conditionals,contradiction,3,"Carla has not visited Syria, Marguerite has visited Indonesia, Monique has visited Haiti and if Marguerite has visited Indonesia then Diane has visited Cambodia",Diane has not visited Cambodia
conditionals,neutral,4,"Kristy has not visited Algeria, Iris has not visited Federated States of Micronesia, Ellen has visited Australia and if Kristy has visited Algeria then Sheryl has visited Palestine",Sheryl has visited Palestine
conditionals,entailment,5,"Dora has not visited Cambodia, Geraldine has visited Iraq, Joann has not visited The Bahamas and if Joann has not visited The Bahamas then June has visited Uganda",June has visited Uganda
conditionals,neutral,6,"Tracy has not visited The Bahamas, Kimberly has not visited South Sudan, Kristin has visited Belize and if Kimberly has visited South Sudan then Natasha has visited Angola",Natasha has not visited Angola
conditionals,contradiction,7,"Denise has not visited Tajikistan, Courtney has visited Haiti, Brandi has not visited Equatorial Guinea and if Brandi has not visited Equatorial Guinea then Bonnie has visited Botswana",Bonnie has not visited Botswana
conditionals,contradiction,8,"Sabrina has not visited Portugal, Laurie has visited Switzerland, Sarah has visited Croatia and if Sarah has visited Croatia then Minnie has visited Australia",Minnie has not visited Australia
conditionals,contradiction,9,"Lorraine has not visited Marshall Islands, Florence has visited Saudi Arabia, Lynda has visited Madagascar and if Florence has visited Saudi Arabia then Eva has visited Greece",Eva has not visited Greece
conditionals,neutral,10,"Monique has not visited Mozambique, Alison has not visited Saudi Arabia, Glenda has visited Eritrea and if Alison has visited Saudi Arabia then Roberta has visited North Korea",Roberta has visited North Korea
conditionals,contradiction,11,"Betty has visited Mozambique, Vickie has not visited Kazakhstan, Sonya has visited Philippines and if Betty has visited Mozambique then Tonya has visited Greece",Tonya has not visited Greece
conditionals,contradiction,12,"Hilda has not visited Federated States of Micronesia, Beverly has visited Comoros, Marsha has visited Bahrain and if Marsha has visited Bahrain then Wilma has visited Monaco",Wilma has not visited Monaco
conditionals,entailment,13,"Amber has not visited Georgia, Arlene has visited Mongolia, Cheryl has visited Kazakhstan and if Arlene has visited Mongolia then Carmen has visited Botswana",Carmen has visited Botswana
conditionals,neutral,14,"Maria has not visited Uzbekistan, Brandi has visited Ecuador, Arlene has not visited Palestine and if Arlene has visited Palestine then Tonya has visited Burundi",Tonya has not visited Burundi
conditionals,entailment,15,"Terri has not visited Luxembourg, Erika has visited Suriname, Dolores has not visited Djibouti and if Dolores has not visited Djibouti then Lindsey has not visited South Africa",Lindsey has not visited South Africa
conditionals,contradiction,16,"Mattie has not visited Fiji, June has not visited Liberia, Bonnie has visited Djibouti and if Mattie has not visited Fiji then Elsie has visited Guyana",Elsie has not visited Guyana
conditionals,entailment,17,"Theresa has not visited Eritrea, Flora has not visited Montenegro, Marjorie has visited Gabon and if Theresa has not visited Eritrea then Felicia has visited Tajikistan",Felicia has visited Tajikistan
conditionals,contradiction,18,"Josephine has not visited Somalia, Lucille has not visited Mali, Lisa has visited Vanuatu and if Lucille has not visited Mali then Tara has visited Vietnam",Tara has not visited Vietnam
conditionals,neutral,19,"Colleen has not visited Namibia, Yvette has not visited Portugal, Vera has visited Norway and if Yvette has visited Portugal then Gwendolyn has visited Guyana",Gwendolyn has not visited Guyana
conditionals,entailment,20,"Colleen has not visited Denmark, Brandi has visited The Bahamas, Priscilla has not visited Federated States of Micronesia and if Priscilla has not visited Federated States of Micronesia then Mattie has visited Vanuatu",Mattie has visited Vanuatu
conditionals,entailment,21,"Delores has not visited Guinea, Marion has visited Republic of the Congo, Katrina has not visited Algeria and if Katrina has not visited Algeria then Sonya has not visited Libya",Sonya has not visited Libya
conditionals,contradiction,22,"Sherri has not visited Central African Republic, Yolanda has not visited Palau, Jill has visited Egypt and if Sherri has not visited Central African Republic then Stella has visited Chile",Stella has not visited Chile
conditionals,contradiction,23,"Allison has not visited Kazakhstan, Molly has not visited Singapore, Ruby has visited Sweden and if Molly has not visited Singapore then June has visited Comoros",June has not visited Comoros
conditionals,entailment,24,"Peggy has not visited Qatar, Velma has visited Turkmenistan, Kristy has not visited Yemen and if Kristy has not visited Yemen then Danielle has not visited Dominica",Danielle has not visited Dominica
conditionals,neutral,25,"June has not visited Brunei, Cheryl has visited Democratic Republic of the Congo, Guadalupe has not visited Portugal and if Guadalupe has visited Portugal then Judy has visited Central African Republic",Judy has visited Central African Republic
conditionals,neutral,26,"Mae has not visited Guatemala, Melody has not visited Kiribati, Denise has visited Seychelles and if Mae has visited Guatemala then Jo has visited Ethiopia",Jo has not visited Ethiopia
conditionals,entailment,27,"Sandra has not visited China, Denise has not visited Grenada, Rosa has visited Tunisia and if Denise has not visited Grenada then Anita has not visited Costa Rica",Anita has not visited Costa Rica
conditionals,contradiction,28,"Ashley has visited Togo, June has not visited Canada, Deborah has visited The Bahamas and if Ashley has visited Togo then Leslie has visited Macedonia",Leslie has not visited Macedonia
conditionals,entailment,29,"Elsie has not visited Guinea, Minnie has visited Peru, Julie has visited Australia and if Julie has visited Australia then Bernice has visited United Arab Emirates",Bernice has visited United Arab Emirates
conditionals,entailment,30,"Sonia has not visited Slovenia, Sara has visited Cambodia, Katherine has visited Oman and if Katherine has visited Oman then Agnes has visited Eswatini",Agnes has visited Eswatini
conditionals,entailment,31,"Yvette has not visited Gambia, Heidi has not visited Ecuador, Diana has visited Niger and if Yvette has not visited Gambia then Sue has not visited Sierra Leone",Sue has not visited Sierra Leone
conditionals,contradiction,32,"Terri has not visited New Zealand, Valerie has not visited Panama, Candice has visited Denmark and if Terri has not visited New Zealand then Mabel has visited Malaysia",Mabel has not visited Malaysia
conditionals,entailment,33,"Kathy has not visited Jordan, Sonya has visited Kazakhstan, Juanita has visited China and if Sonya has visited Kazakhstan then Denise has visited Barbados",Denise has visited Barbados
conditionals,contradiction,34,"Marion has not visited Cameroon, Audrey has not visited Trinidad & Tobago, Louise has visited Uruguay and if Marion has not visited Cameroon then Julie has visited Paraguay",Julie has not visited Paraguay
conditionals,entailment,35,"Miriam has visited Namibia, Gloria has not visited Nauru, Lorraine has visited Saint Vincent & the Grenadines and if Miriam has visited Namibia then Sheryl has visited Vietnam",Sheryl has visited Vietnam
conditionals,contradiction,36,"Kimberly has not visited Egypt, Tanya has visited Senegal, Christina has not visited Kenya and if Christina has not visited Kenya then Wendy has visited Federated States of Micronesia",Wendy has not visited Federated States of Micronesia
conditionals,entailment,37,"Jessica has not visited Bahrain, Christy has visited United Kingdom, Amanda has not visited Kosovo and if Amanda has not visited Kosovo then Jean has not visited Algeria",Jean has not visited Algeria
conditionals,neutral,38,"Maxine has not visited Colombia, Rosie has not visited Norway, Katrina has visited Dominican Republic and if Rosie has visited Norway then Wilma has visited Tanzania",Wilma has visited Tanzania
conditionals,neutral,39,"Hazel has not visited Cabo, Cora has not visited Marshall Islands, Frances has visited Ghana and if Cora has visited Marshall Islands then Maxine has visited Chad",Maxine has not visited Chad
conditionals,neutral,40,"Jackie has not visited Mozambique, Amelia has not visited Dominican Republic, Vanessa has visited Malaysia and if Amelia has visited Dominican Republic then Angie has visited Sri Lanka",Angie has visited Sri Lanka
conditionals,contradiction,41,"Shannon has not visited Japan, Tina has visited Ghana, Rosemary has not visited Turkey and if Rosemary has not visited Turkey then Nellie has visited Russia",Nellie has not visited Russia
conditionals,contradiction,42,"Judy has not visited Guinea-Bissau, Beverly has not visited Brazil, Virginia has visited Kenya and if Beverly has not visited Brazil then Ellen has visited Chad",Ellen has not visited Chad
conditionals,neutral,43,"Debbie has not visited Cambodia, Doris has visited Sweden, Jacqueline has not visited Oman and if Jacqueline has visited Oman then Carrie has visited Chad",Carrie has visited Chad
conditionals,entailment,44,"Sue has not visited Burkina, Ruby has not visited Sierra Leone, Misty has visited Nauru and if Sue has not visited Burkina then Grace has visited Kosovo",Grace has visited Kosovo
conditionals,neutral,45,"Sue has not visited Bosnia & Herzegovinia, Diana has visited Central African Republic, Norma has not visited Ireland and if Norma has visited Ireland then Diane has visited Denmark",Diane has not visited Denmark
conditionals,neutral,46,"Denise has not visited Nauru, Virginia has visited Eswatini, Eva has not visited Guatemala and if Eva has visited Guatemala then Vickie has visited Slovakia",Vickie has not visited Slovakia
conditionals,entailment,47,"Megan has visited Syria, Agnes has not visited Mauritius, Marlene has visited Saudi Arabia and if Megan has visited Syria then Frances has visited Sweden",Frances has visited Sweden
conditionals,contradiction,48,"Jane has not visited Portugal, Jamie has visited Malta, Connie has visited Cambodia and if Connie has visited Cambodia then Regina has visited Tunisia",Regina has not visited Tunisia
conditionals,contradiction,49,"Martha has not visited Seychelles, Brandy has visited Russia, Audrey has not visited Mauritius and if Audrey has not visited Mauritius then Bonnie has visited Greece",Bonnie has not visited Greece
conditionals,contradiction,50,"Daisy has visited Kenya, Jackie has not visited Ecuador, Natalie has visited Mauritius and if Daisy has visited Kenya then Debra has visited Kazakhstan",Debra has not visited Kazakhstan
conditionals,contradiction,51,"Mattie has not visited Indonesia, Naomi has not visited Comoros, Lindsey has visited Papua New Guinea and if Mattie has not visited Indonesia then Dora has visited Bangladesh",Dora has not visited Bangladesh
conditionals,contradiction,52,"Janet has not visited Dominica, Nora has visited South Korea, Hattie has visited Namibia and if Nora has visited South Korea then Willie has visited Paraguay",Willie has not visited Paraguay
conditionals,neutral,53,"Cassandra has not visited Malawi, Heather has visited Libya, Lydia has not visited Suriname and if Lydia has visited Suriname then Cheryl has visited Saint Vincent & the Grenadines",Cheryl has not visited Saint Vincent & the Grenadines
conditionals,neutral,54,"Marjorie has not visited Fiji, Vickie has not visited Sweden, Frances has visited Eritrea and if Marjorie has visited Fiji then Elaine has visited Azerbaijan",Elaine has not visited Azerbaijan
conditionals,contradiction,55,"Kathryn has not visited Mexico, Tara has visited Belgium, Jean has visited Uruguay and if Tara has visited Belgium then Roberta has visited Cuba",Roberta has not visited Cuba
conditionals,contradiction,56,"Janet has not visited Qatar, Tammy has not visited Estonia, Amber has visited Philippines and if Tammy has not visited Estonia then Kristin has visited Uganda",Kristin has not visited Uganda
conditionals,contradiction,57,"Maureen has not visited Rwanda, Beth has visited Netherlands, Rita has visited Argentina and if Rita has visited Argentina then Shirley has visited Equatorial Guinea",Shirley has not visited Equatorial Guinea
conditionals,neutral,58,"Jane has not visited Morocco, Lynn has not visited Sweden, Debbie has visited Jamaica and if Jane has visited Morocco then Isabel has visited Equatorial Guinea",Isabel has visited Equatorial Guinea
conditionals,neutral,59,"Sylvia has not visited Belize, Lola has visited Niger, Natasha has not visited Syria and if Natasha has visited Syria then Darlene has visited North Korea",Darlene has visited North Korea
conditionals,neutral,60,"Erika has not visited Central African Republic, Cathy has visited South Korea, Joyce has not visited Haiti and if Joyce has visited Haiti then Vickie has visited Pakistan",Vickie has not visited Pakistan
conditionals,neutral,61,"Minnie has not visited Gabon, Yvonne has not visited Federated States of Micronesia, Deborah has visited Dominican Republic and if Minnie has visited Gabon then Edith has visited Syria",Edith has visited Syria
conditionals,contradiction,62,"Debbie has not visited Egypt, Stacey has visited Comoros, Ethel has visited Yemen and if Ethel has visited Yemen then Kathleen has visited Liechtenstein",Kathleen has not visited Liechtenstein
conditionals,contradiction,63,"Michele has not visited Equatorial Guinea, Lillian has visited Afghanistan, Janet has visited Russia and if Lillian has visited Afghanistan then Ellen has visited Mexico",Ellen has not visited Mexico
conditionals,neutral,64,"Leah has not visited Luxembourg, Isabel has visited Ecuador, Vanessa has not visited Albania and if Vanessa has visited Albania then Barbara has visited Bolivia",Barbara has not visited Bolivia
conditionals,neutral,65,"Juana has not visited China, Jane has visited Paraguay, Molly has not visited Zambia and if Molly has visited Zambia then Miriam has visited Thailand",Miriam has not visited Thailand
conditionals,contradiction,66,"Thelma has not visited Guinea, Renee has visited Mauritius, Stacy has visited Lesotho and if Renee has visited Mauritius then Caroline has visited Mozambique",Caroline has not visited Mozambique
conditionals,neutral,67,"Tara has not visited Serbia, Shannon has not visited Montenegro, Samantha has visited Indonesia and if Tara has visited Serbia then Velma has visited Solomon Islands",Velma has visited Solomon Islands
conditionals,entailment,68,"Rebecca has not visited Saint Kitts & Nevis, Angela has not visited Equatorial Guinea, Florence has visited Rwanda and if Rebecca has not visited Saint Kitts & Nevis then Joan has not visited Oman",Joan has not visited Oman
conditionals,contradiction,69,"Renee has not visited Rwanda, Ruby has visited Morocco, Sandy has visited Brazil and if Sandy has visited Brazil then Nellie has visited Comoros",Nellie has not visited Comoros
conditionals,contradiction,70,"Joy has not visited San Mmarino, Martha has visited Lebanon, Lois has visited Singapore and if Martha has visited Lebanon then Roberta has visited Tajikistan",Roberta has not visited Tajikistan
conditionals,neutral,71,"Renee has not visited Central African Republic, Kathleen has not visited Guyana, Holly has visited São Tomé & Prícipe and if Kathleen has visited Guyana then Margie has visited Sri Lanka",Margie has not visited Sri Lanka
conditionals,entailment,72,"Maria has not visited Estonia, Nina has not visited Haiti, Willie has visited Djibouti and if Nina has not visited Haiti then Gina has visited Czech Republic",Gina has visited Czech Republic
conditionals,contradiction,73,"Tara has not visited Fiji, Louise has visited Lebanon, Stephanie has not visited Papua New Guinea and if Stephanie has not visited Papua New Guinea then Diana has visited New Zealand",Diana has not visited New Zealand
conditionals,neutral,74,"Beatrice has not visited Trinidad & Tobago, Valerie has not visited United States, Linda has visited Myanmar and if Beatrice has visited Trinidad & Tobago then Penny has visited Iceland",Penny has not visited Iceland
conditionals,neutral,75,"Esther has not visited Namibia, Lula has not visited Iran, Caroline has visited Central African Republic and if Esther has visited Namibia then Crystal has visited Paraguay",Crystal has not visited Paraguay
conditionals,contradiction,76,"Cassandra has not visited Burkina, Laurie has visited Georgia, Tracey has visited Tunisia and if Laurie has visited Georgia then April has visited Zimbabwe",April has not visited Zimbabwe
conditionals,contradiction,77,"Linda has visited Thailand, Genevieve has not visited Brunei, Janie has visited Bosnia & Herzegovinia and if Linda has visited Thailand then Jenny has visited The Bahamas",Jenny has not visited The Bahamas
conditionals,entailment,78,"Rosa has not visited Brunei, Connie has not visited Tuvalu, Lynn has visited Bahrain and if Connie has not visited Tuvalu then Margaret has not visited Canada",Margaret has not visited Canada
conditionals,entailment,79,"Michelle has not visited Israel, Charlene has visited Rwanda, Esther has not visited Somalia and if Esther has not visited Somalia then Erin has visited Gambia",Erin has visited Gambia
conditionals,entailment,80,"Florence has not visited Nigeria, Beatrice has visited Cabo, Rosa has visited Namibia and if Beatrice has visited Cabo then Hattie has visited Burkina",Hattie has visited Burkina
counting,contradiction,1,Gertrude has visited only three places and only two people,"Gertrude has visited Bardstown, Kingman, Kodiak and Texas City"
counting,neutral,2,Melinda has visited only ten places or only four people,"Melinda has visited South Carolina, Bedford, Stuttgart, Westerly, Florida, Springfield, Owensboro, Park Ridge, Torrington, Norwalk and Mount Vernon"
counting,contradiction,3,Alma has visited Bertha and Michelle,Alma has visited less than one people
counting,contradiction,4,"Claire has visited Kristi, Vickie, Leona, Amelia, Beth, Inez, Diane, Minnie, Kristine, Monique, Misty, Susie, Marlene, Candace, Victoria, Mae, Christine, Katie, Emma, Beulah, Monica and Jeanne",Claire has visited less than twenty-one people
counting,entailment,5,"Bobbie has visited Passaic, Roselle, Monticello, Ojai, Breckenridge, Bourne, Conneaut, Natchitoches, Boonville, International Falls, Gallipolis, Johnson City, Yankton, Belfast, Redmond, Chickasaw and Cape Coral",Bobbie has visited more than sixteen places
counting,neutral,6,Lori has visited only eighteen places or only seven people,"Lori has visited Melinda, Nina, Jan, Cora, Tamara, Jamie, Bessie and Kimberly"
counting,contradiction,7,"Ramona has visited Lisa, Becky, Valerie, Kathleen, Melanie, Paula, Flora, Erica, Erika, Verna, Judy, Anna, Teresa, Nicole, Wanda, Tara, Diane, Audrey, Kelly, Carmen, Maryann, Janet, Ada, Arlene, Inez, Natalie, Rachel and Holly",Ramona has visited less than twenty-seven people
counting,contradiction,8,"Sonya has visited Chicago Heights, Edinburg, Herkimer, Fort Smith, Traverse City, Dixon, Bryan, Kennebunkport, Brigham City, Whitman, Grants Pass, Put-in-Bay, New Madrid, Tuscumbia, McPherson, Morehead City, Prichard, Mankato, Palm Springs, Lewistown and Bloomfield",Sonya has visited more than twenty-five places
counting,entailment,9,"Colleen has visited Canyon, Jasper, Galveston, Bennington, Durant, Warren, Duluth, West Haven, Springfield, Anderson, Anaconda, Huntsville and Defiance",Colleen has visited more than twelve places
counting,contradiction,10,"Ella has visited Memphis, Mesquite, Cape Girardeau, Harmony, Nebraska City, Spokane, Concord, Cordova, Hastings, Winter Haven, Rawlins, Cortez, Augusta, Arizona, Lewistown, Kennebunkport, Williamsport, Beckley, San Marino, Casper and East Greenwich",Ella has visited more than twenty-five places
counting,entailment,11,"Kristy has visited Mamaroneck, Greenville, Beverly, Franklin, Bradenton, Fergus Falls, Bloomington, Norton, Southampton, Fremont, Warren, Texas and Harpers Ferry",Kristy has visited less than fifteen places
counting,entailment,12,"Lisa has visited San Francisco, Mackinaw City, Eau Claire, Arlington Heights, Pascagoula, Franklin, Starkville, Logan and Watertown",Lisa has visited less than fourteen places
counting,neutral,13,Katie has visited only twelve places,"Katie has visited Levittown, Richmond and Central Falls"
counting,neutral,14,Kristi has visited only thirteen people,"Kristi has visited Willie, Rebecca, Betty, Anita, Annette, Melissa, Ella, Mamie, Sabrina, Margarita, Debbie and Constance"
counting,contradiction,15,"Lucille has visited Lackawanna, Bluefield, Darien, Alexandria, Peterborough, Thibodaux, Rawlins, East Lansing, Valley City, Cape Coral, College Station, Canyon, Tennessee, Borger, International Falls, Palm Bay, Clearwater, San Antonio, Hillsboro, Carmel, Johnson City, Selma, Frederick, Meridian, Saint Petersburg, Hays and Buffalo",Lucille has visited more than thirty-one places
counting,neutral,16,Kay has visited only twenty-three people,"Kay has visited Cynthia, Lisa, Heidi, Eva, Bessie, Willie, Ruby, Carla, Geneva, Hattie, Stella, Florence, Christy, Heather, Renee, Ann, Frances, Angie and Debra"
counting,entailment,17,"Heidi has visited Eva, Alicia, Sharon, Samantha, Shelley, Misty, Nancy, Brenda, Wanda, Rhonda, Nicole, Norma, Cheryl, Sherri, Lindsey, Josephine, Teresa, Anna, Denise, Nora, Monique, Veronica, Maxine, Michele, Sara, Karen, Andrea, Kathryn, Joyce and Amanda",Heidi has visited more than twenty-nine people
counting,contradiction,18,"Kay has visited La Habra, Frederick, The Dalles, Gainesville, Aberdeen, Durham, Webster, Red Bluff, Manhattan and Elizabeth",Kay has visited more than fifteen places
counting,neutral,19,Sonia has visited only six places or only five people,"Sonia has visited Clearfield, Middletown, Cordova, Redmond, Bridgeport, Seattle and Marlborough"
counting,neutral,20,Frances has visited only fifteen places,Frances has visited Jacksonville
counting,neutral,21,Janie has visited only fifteen places,"Janie has visited Jeannette, San Felipe, Dodge City and East Aurora"
counting,neutral,22,Janice has visited only thirteen people,Janice has visited Carmen
counting,neutral,23,Jean has visited only nine places or only three people,"Jean has visited Bristol, Dayton, Falmouth, Menasha, Weston, New Brunswick, Meridian, Virden, Concord and Norwalk"
counting,contradiction,24,Amy has visited only twelve people,"Amy has visited Gladys, Theresa, Rosa, Tamara, Dana, Nora, Bonnie, Maureen, Laurie, Lucille, Florence, Courtney and Laura"
counting,neutral,25,Clara has visited only three people,Clara has visited Beatrice
counting,entailment,26,"Lisa has visited Fort Morgan, Bedford, Pontiac, Houlton, Woonsocket, Elk City, Grants Pass, Scottsboro, Pharr, Ashtabula, Meadville, Athens, North Haven, Petaluma, Mount Vernon, Mason City, Terre Haute and Greenville",Lisa has visited more than seventeen places
counting,entailment,27,Veronica has visited Susie and Harriet,Veronica has visited more than one people
counting,contradiction,28,Kristy has visited only seven places and only five people,"Kristy has visited Leona, Toni, Tara, Billie, Inez and Natalie"
counting,contradiction,29,"Marguerite has visited Charleston, Washington, Huntington, Blackfoot, Batesville, Mesquite, Perry, Anchorage, Carlsbad, Passaic, Rexburg, Honaunau, Neenah, South Hadley, Fallon, Sarasota and Utica",Marguerite has visited more than twenty-one places
counting,entailment,30,"Paula has visited Santa Clarita, Shelbyville, Brattleboro, Shelton, Fort Lee, Minnesota, Sweetwater, Long Branch, Coronado, Oroville, Huntington, Cheektowaga, Boys Town, San Clemente, Lake Geneva, Saint Petersburg, Marion and Alexandria",Paula has visited less than twenty-two places
counting,contradiction,31,Jamie has visited only nineteen places,"Jamie has visited Lewisburg, Kewanee, Dedham, Corydon, Andersonville, Lewistown, Red Bluff, Chillicothe, Sturgis, Tallahassee, Watts, Kaskaskia, John Day, Burlington, Berkeley, West Haven, Kelso, Hyde Park, Nome and Knoxville"
counting,contradiction,32,Carrie has visited only fourteen places and only ten people,"Carrie has visited Fort Collins, Milford, Alma, Westminster, Hope, Freeport, South Carolina, Bloomington, Danville, Norman, Holland, Bethesda-Chevy Chase, Columbia, Lubec and Costa Mesa"
counting,neutral,33,Kristen has visited only nineteen places or only nineteen people,"Kristen has visited Provo, Saugus, Durango, Alcoa, Topeka, Green Bay, Englewood, Aberdeen, Point Pleasant, Portsmouth, Goldfield, Philadelphia, Youngstown, Laguna Beach, Williamson, Breckenridge, Louisiana, New Ulm, Duluth and Elk City"
counting,entailment,34,"Laura has visited Annette, Barbara, Lynda and Sylvia",Laura has visited more than three people
counting,contradiction,35,Laura has visited only thirty places,"Laura has visited Manhattan, Columbia, Johnstown, Lake Geneva, Windsor Locks, Kansas City, West Palm Beach, Watkins Glen, Clearwater, Plainview, Washington, Miami Beach, Bloomington, Asheboro, Portland, Akron, Kalispell, Ephrata, Lubec, Hobbs, Torrington, Fairfield, Elkton, Hinton, Williamstown, Southington, Warren, Charles Town, East Greenwich, McAllen and Charleston"
counting,neutral,36,Priscilla has visited only twelve places,"Priscilla has visited Fort Valley, Corona, Dothan, Hanalei, Naperville, Brookings, Longview and Tombstone"
counting,contradiction,37,"Jan has visited Ocean City, Charlotte, Crystal City, Odessa, Compton, Saint Marys City, Newport, Richmond, Florida, Mount Pleasant, Elmhurst, Branford and Houston",Jan has visited less than twelve places
